area_sqft,bedrooms,bathrooms,floors,age_years,location_score,price
736,1,3,3,33,8.72,7264729
3128,2,1,1,21,7.8,19077906
1856,5,3,3,48,8.19,12966032
4158,5,4,1,22,3.49,23954451
1604,1,1,3,4,3.12,10339857
2684,5,1,1,36,1.34,14298384
482,2,4,2,43,5.25,5086723
1889,2,4,2,6,4.44,12644323
1887,2,2,3,36,8.52,12675223
959,4,4,2,25,7.14,9657382
459,1,2,3,27,2.3,3219899
4253,5,4,3,3,9.88,28092847
1311,2,3,3,48,7.94,9179322
352,1,1,2,31,7.48,5026100
2607,1,4,3,37,2.95,14859015
1528,4,3,2,45,9.15,11057019
1335,5,4,2,8,5.27,12189756
4002,5,1,1,35,3.68,20999382
4345,2,4,2,25,6.89,24593427
4749,2,4,1,10,2.91,25667188
1564,1,1,3,19,9.17,11436699
2184,5,4,3,47,8.69,15079996
2109,5,1,1,47,5.18,12081030
3467,2,2,3,47,2.72,17418267
4097,3,4,1,37,5.47,23403965
2641,1,3,1,14,2.34,14808817
3714,5,4,3,34,3.43,21858685
1117,4,1,1,8,5.34,9801894
2737,4,1,1,32,1.19,14658835
1188,3,3,1,10,7.89,11062430
967,2,3,3,21,2.77,6916448
2924,2,1,3,5,8.8,18985292
4532,2,2,3,36,1.2,22552091
4823,4,2,3,49,5.79,25527625
1118,2,1,3,20,7.99,9883686
2488,4,2,2,11,3.14,15586146
1406,3,3,2,6,7.37,10461335
2524,1,2,1,1,7.49,17200169
497,5,3,2,38,6.74,6175465
2971,3,4,3,40,4.28,16725741
3792,4,3,3,23,8.07,23290376
2748,3,4,3,25,6.66,17625674
770,5,3,1,24,6.31,8482007
2248,1,3,1,19,8.37,15170595
4199,5,2,1,39,3.2,22478743
2310,4,3,1,40,3.09,14309722
4100,5,1,1,41,4.48,23050243
4418,3,4,1,43,1.66,23403087
4096,2,4,2,1,4.04,24729518
4288,3,3,3,41,4.66,24294904
534,4,1,2,34,5.46,5564347
1228,1,3,1,32,3.29,7416178
3907,5,3,3,16,9.16,25502360
822,1,2,3,21,3.57,5447702
3823,4,3,3,0,8.66,24208438
4826,5,3,2,36,5.0,27584673
1929,3,2,3,29,7.46,14338962
4928,3,2,1,45,2.0,24950899
1616,4,1,1,5,5.9,12933951
3157,5,2,2,40,9.65,21112668
1424,3,4,2,13,7.0,11511966
2887,4,4,1,35,8.38,19291601
1323,4,1,2,32,3.35,8871366
1678,1,3,3,37,8.2,11507513
3674,3,1,2,38,4.16,20299894
1819,5,2,3,5,5.37,13986023
526,3,3,3,25,2.69,3924426
1191,3,1,3,23,5.37,10247471
4372,3,1,3,32,5.64,24028951
2557,4,4,3,7,6.6,18122981
3088,2,1,1,43,8.82,19185216
696,2,3,1,42,3.74,4589929
2378,1,1,1,33,9.86,14962969
4724,3,1,3,33,8.63,27536932
3537,2,2,2,23,4.63,20014071
4193,1,1,2,1,3.04,24042893
2305,4,3,3,7,1.64,14162885
2316,3,4,2,24,3.11,13837950
3471,5,4,3,29,8.96,22694752
2968,4,4,2,31,3.63,16897743
2178,1,4,3,29,2.24,12110291
1496,4,2,2,6,1.2,9788503
2072,5,3,2,47,3.68,11748214
461,4,2,1,23,2.95,4274782
4276,1,4,2,8,1.92,24017841
2051,5,2,2,15,9.56,15028453
1075,5,1,3,1,3.41,9846305
1239,4,3,2,34,1.06,7256779
3520,5,1,2,33,9.5,22413503
839,4,2,2,21,6.21,8530172
1761,3,1,2,18,1.75,10035303
655,5,2,2,48,1.28,4311994
3904,4,2,1,20,1.97,20903351
3623,3,3,2,11,6.32,21694137
534,5,3,3,10,1.56,5721111
1848,3,3,3,18,6.11,13153936
2396,5,4,2,5,6.87,18060301
4513,1,3,2,41,2.33,22409466
2401,1,1,2,13,5.4,15110177
1973,4,3,1,32,9.67,14374451
2400,2,3,3,46,8.53,15191163
3957,1,3,1,37,7.51,21416199
4953,2,2,1,12,5.66,27962936
3896,3,2,2,25,4.55,22517657
4048,3,3,2,13,5.06,23753153
3473,2,2,3,44,7.88,20075124
2115,4,2,2,23,5.99,15136878
4141,5,4,3,47,7.88,24722018
2305,2,1,1,0,9.73,15964815
4793,2,2,3,45,6.76,25570744
974,2,1,3,44,6.43,7716911
686,2,2,3,29,4.66,5530826
2458,2,3,1,9,2.77,15190771
2961,4,2,1,9,4.37,18152590
2364,1,2,2,27,5.68,14430319
4151,5,1,2,3,1.31,23392675
3553,1,3,3,13,5.28,20995472
4936,2,4,3,11,8.76,30202206
4566,1,1,1,37,9.79,25408362
1039,4,3,1,46,8.7,8960187
1701,3,3,1,36,2.55,9960966
3559,1,1,3,9,2.4,18974765
2577,5,2,3,40,4.54,16883596
4204,4,3,1,26,3.03,23193769
4223,3,4,3,41,7.08,24013206
4514,4,2,1,11,1.76,25709081
3527,2,1,2,21,4.99,19549735
3131,3,1,1,3,3.52,18350533
4058,5,1,3,28,6.36,24154191
2812,3,1,3,35,8.17,17327490
2451,5,4,3,44,9.31,17290819
3975,2,4,3,13,9.67,25713830
3045,5,3,1,11,4.16,18696332
4166,4,4,1,44,8.7,25493418
4064,1,1,2,19,6.33,23046447
2522,4,4,1,44,7.23,16051633
3092,4,2,2,22,8.66,20028576
1997,3,2,1,21,2.17,11529968
3762,2,3,1,33,9.53,22785905
4363,1,1,3,20,5.93,25560124
1824,5,4,2,8,4.02,13637441
332,3,3,3,9,4.05,4753035
4325,2,3,3,48,7.76,24518460
2866,1,4,1,9,7.11,18192952
3103,4,3,1,44,7.57,19278391
4196,2,1,2,29,3.28,22385903
4009,2,4,2,32,2.53,20945813
1019,2,2,1,1,7.5,9898391
4879,4,2,2,48,3.69,25456045
1272,5,4,1,31,3.0,9161646
4018,3,3,1,44,2.93,21690272
4702,5,3,1,16,2.34,26253090
4852,1,2,2,27,4.84,26265207
2507,3,2,3,44,3.35,14010304
4726,1,1,2,16,9.04,27414759
4620,4,3,3,13,7.2,28124905
3330,5,1,2,9,7.69,21880246
3875,2,2,3,33,4.63,21083638
3416,3,2,3,13,6.4,21839009
3585,2,2,2,16,5.51,20268473
943,1,2,2,36,2.51,5822699
494,2,1,3,21,1.43,4431748
4296,2,2,1,17,7.15,25534480
788,4,4,3,34,2.09,5497164
2504,4,3,3,47,1.52,13960532
2957,5,2,1,17,4.98,19529138
3576,1,3,3,29,7.64,21246028
1402,4,2,1,36,7.92,10627695
1541,4,1,1,39,8.86,11734527
815,5,3,2,5,2.79,7404692
692,3,1,3,14,9.87,7990990
930,5,2,3,34,7.87,9158606
4016,2,4,1,25,2.41,21862267
2147,2,4,3,40,8.57,13994829
2955,4,4,1,26,5.49,18513599
1279,4,4,3,29,1.6,8360631
4829,5,4,3,10,2.19,27958828
3702,5,1,1,23,4.91,21768324
4171,1,4,1,13,5.77,24330152
577,2,2,3,22,9.53,7539850
532,5,1,3,8,2.94,5209265
1852,3,1,1,41,5.27,10316429
3570,1,4,2,46,3.03,19560663
2709,5,3,2,17,6.03,18699160
3812,4,2,3,38,9.18,23243388
325,5,1,3,18,6.11,6033491
760,4,2,3,4,5.59,7550787
4064,4,3,1,17,7.75,24276552
3731,2,1,3,32,2.33,18263278
3783,2,2,3,43,9.15,21835366
2294,5,4,3,37,6.2,15024940
790,5,1,2,12,7.18,9075526
1372,3,1,3,48,8.37,9741414
3473,1,1,3,8,6.72,21235881
515,1,1,1,25,6.77,4998030
2023,5,4,2,0,7.57,16175555
1892,2,3,1,11,1.47,11165442
2906,3,3,3,23,4.44,17735552
458,1,2,3,0,9.67,6439058
3613,5,4,3,3,3.32,22490926
3141,2,4,3,6,5.88,20029153
2076,2,2,3,27,2.58,12845483
2352,2,4,1,36,3.91,13687667
2595,4,4,3,4,7.45,19499882
1996,2,1,3,38,6.79,12152553
3293,5,1,2,31,4.73,18929925
2769,3,1,2,48,9.44,17960228
2246,5,4,3,30,7.98,16053350
4109,2,4,3,43,3.41,21704968
3083,3,3,3,14,5.19,19251651
3944,1,1,3,2,8.9,24725290
2800,1,2,3,48,1.2,14346974
3945,5,4,3,45,6.23,22815638
2945,3,1,1,46,3.09,15781516
2649,5,3,1,46,1.57,15199102
2232,3,1,1,14,9.22,16456790
3594,3,3,2,42,8.35,22414142
2057,5,3,3,17,2.67,13559047
1416,3,4,2,20,8.53,12294110
2867,2,3,2,9,2.32,16426059
3799,3,3,2,20,5.29,23642202
792,3,2,1,25,7.53,8120624
3606,5,3,3,40,5.8,21515043
919,1,2,3,2,8.66,9581738
3532,4,2,2,0,6.55,21613776
4123,3,1,1,20,4.89,22235834
2680,4,1,2,10,9.33,18285399
1846,3,4,2,15,1.33,11241160
3863,5,4,3,34,5.4,23349371
1905,5,4,1,20,6.95,14659202
4052,3,3,3,40,8.52,24117921
4975,5,1,2,10,5.87,29384658
2190,5,3,3,30,8.97,15998128
1575,3,1,2,48,4.84,9859065
3043,1,3,1,0,3.85,17939911
2793,3,4,3,40,9.76,18361918
656,1,1,3,31,7.0,6075589
1169,5,1,3,2,4.83,9940898
1185,1,2,3,31,8.9,8839315
2301,5,1,3,41,7.15,15143475
1583,1,1,1,4,6.74,12687431
919,1,3,1,42,7.56,7125338
1182,3,4,3,36,7.64,10189680
1096,1,2,2,11,5.44,8436713
3942,5,3,2,13,4.77,24067311
3725,3,1,3,43,9.18,21489710
1596,1,3,3,8,5.48,11082264
544,3,4,1,6,2.94,6251124
3195,4,2,1,15,5.69,19632414
1229,3,3,3,27,1.31,6936473
819,4,1,3,6,7.51,8939439
3512,4,3,2,13,2.14,20827446
2709,3,1,1,31,2.01,14236236
307,5,2,3,7,9.52,6708918
2825,5,2,1,26,7.95,19433341
3723,5,3,3,49,4.73,21164255
2319,2,2,3,2,3.16,15523386
4890,4,4,3,26,8.59,29712224
4582,3,3,3,29,9.72,27473101
3967,5,1,2,33,5.58,23094315
3971,5,3,3,25,6.22,24301714
3101,3,1,2,36,3.19,17798145
385,4,2,2,39,6.3,5537613
3415,3,1,3,21,4.61,20261751
4532,2,1,1,31,8.61,26195840
2768,2,1,1,40,4.39,15086318
3919,3,1,3,1,6.84,24041106
1936,4,4,3,46,2.83,12000060
3883,5,1,3,7,1.82,22231587
4309,2,3,1,41,1.36,21767564
3626,2,4,1,6,4.74,21810310
2518,4,1,3,18,2.47,14715027
2517,2,1,1,32,9.94,16187323
2669,2,1,2,1,8.19,18172182
3938,4,4,1,2,7.24,25096489
2803,3,1,1,27,8.23,18434878
1243,5,1,3,13,3.36,8795061
3137,5,1,2,14,8.91,21330181
2960,2,2,3,20,9.96,19493092
3236,5,3,1,13,3.61,19550073
4744,3,1,2,39,9.86,26425308
4247,2,3,3,17,3.88,23714312
1976,5,2,1,48,1.11,10733543
1496,1,2,2,38,4.3,8454034
4405,1,1,3,19,9.98,26278849
3087,1,3,2,0,6.72,19670948
1761,1,4,1,8,7.26,13160277
3618,1,1,3,8,3.15,21231386
966,2,4,1,42,2.31,5667415
2476,4,2,2,37,8.97,17963216
4043,4,2,1,38,4.72,23745804
900,2,3,2,28,1.04,6335514
2952,2,4,3,14,3.65,18378830
4722,3,4,1,19,2.76,26287163
4124,4,1,3,37,6.43,24451294
4206,1,3,3,40,7.81,25060094
1279,2,3,3,29,5.48,9342812
2751,1,4,3,46,2.67,14706508
928,4,2,1,25,1.52,6633600
1929,5,3,1,5,3.82,13622456
3996,5,2,3,38,8.25,24968675
3730,2,1,3,16,4.78,20896158
3974,3,3,2,5,3.27,23400462
4229,1,3,3,27,1.19,21527201
3065,2,1,2,8,5.46,18689581
4669,3,3,2,26,7.16,26840886
415,1,4,3,34,2.71,3481095
2303,4,4,1,45,5.83,13408960
992,5,1,2,5,4.79,9425462
3462,3,2,1,3,7.34,21853603
1405,1,2,3,15,8.75,11956220
3308,2,3,3,22,3.76,19066710
2461,1,2,3,47,9.14,15681503
453,2,2,3,22,7.36,5826340
3999,5,1,2,28,1.33,22027380
4710,5,2,2,40,8.12,28552465
4086,1,2,1,3,5.45,23428197
1364,1,2,1,39,9.51,10429469
4500,2,4,2,39,3.91,23691990
2213,2,4,3,23,6.32,14724359
1516,3,1,1,5,9.61,12000201
2701,3,3,2,39,3.44,15562928
2072,3,1,1,5,5.25,13664453
2260,1,3,2,13,7.77,15831630
3080,3,3,3,13,7.22,20240305
3171,1,2,2,49,8.55,18204603
960,5,2,1,44,5.68,7810783
2935,4,1,2,46,3.87,16654053
2629,5,1,1,34,5.82,15913470
4254,1,1,1,5,4.15,24380188
2750,1,4,1,22,2.59,15322702
1432,4,4,3,19,5.99,10185395
999,2,4,3,16,1.44,7228953
2338,2,4,2,19,1.33,13148057
4947,2,4,2,47,1.58,25025390
4800,3,2,1,5,7.05,27511095
4857,2,3,3,39,4.66,26498523
2479,3,4,2,27,5.45,15380221
3138,3,1,2,12,4.09,18364488
1173,2,3,3,28,3.28,8455542
383,2,4,1,44,4.22,2399392
1722,4,4,2,19,2.74,11741891
2975,4,2,1,16,7.11,19364666
3480,3,2,3,34,1.92,18836707
4616,4,2,3,44,5.65,26242889
4275,3,4,2,38,5.29,24533109
1691,1,2,2,36,3.72,9707983
3518,3,4,3,42,1.92,18532057
4507,3,3,1,22,7.33,26292787
914,4,3,1,17,6.13,8610413
3271,1,4,3,35,8.29,18804542
3865,5,1,2,19,3.12,21872810
3876,5,4,3,6,8.12,26175817
4870,5,3,2,35,3.63,26756402
570,1,3,1,41,2.01,3557645
4366,2,4,2,0,2.21,25350286
2768,1,4,1,48,2.99,14991754
1690,4,4,3,36,7.14,12297016
3654,3,3,2,48,3.2,19323552
4435,3,1,1,34,6.43,24951563
3907,4,4,2,40,3.31,21261159
2883,4,3,1,2,4.29,18130514
4373,3,4,1,34,9.01,26619404
3375,2,3,3,28,5.5,19477363
4206,2,4,3,8,6.4,25795262
589,2,3,2,36,2.7,4423676
2780,4,4,1,41,2.18,15367189
3552,3,2,3,46,4.72,19731548
578,3,4,2,24,8.7,8010969
3224,3,3,3,11,3.17,20007011
880,1,4,2,37,6.6,6619947
553,1,1,3,6,8.85,6967243
4576,5,4,3,6,9.41,29544463
1124,1,4,1,3,9.94,11372876
4132,2,4,1,44,7.87,23798877
999,2,1,3,46,1.68,5976765
1680,2,1,1,30,8.84,11406677
4196,2,1,3,49,8.97,23042000
1973,5,2,2,49,6.02,12779898
3027,2,1,3,38,1.61,15740544
3456,4,2,3,9,5.29,21427669
3688,4,4,2,47,2.9,20453719
4607,4,2,2,22,4.98,25510211
683,1,4,1,25,7.52,6057166
641,3,2,2,22,7.01,6008266
2287,5,1,1,28,8.02,15238238
4359,4,1,3,7,5.29,26521852
3409,4,2,2,18,5.6,20043422
4382,2,2,3,28,9.42,26247365
4815,4,1,1,42,6.68,26849467
3098,2,4,2,5,7.73,21305536
3540,2,4,1,28,6.98,20710976
2288,3,4,1,23,6.76,14892957
3714,1,4,2,9,9.22,24225520
2149,2,3,2,13,4.21,13242857
605,2,4,1,5,4.85,7369732
3913,3,3,2,3,4.42,23661451
3049,2,3,1,14,7.89,18668208
1435,5,1,3,36,8.82,11879594
505,1,1,3,47,4.22,3538846
4891,5,2,2,38,2.28,26045959
3750,4,4,2,27,5.45,22066966
4111,1,4,3,1,9.86,27306752
3922,4,1,1,12,2.83,20967654
3899,2,1,1,1,5.07,22166651
2851,3,1,1,40,3.44,15116735
4608,5,2,2,31,9.3,28151761
609,4,4,1,4,5.96,7877765
3008,2,2,2,2,6.21,18870725
2291,5,3,2,1,1.07,14997972
571,5,3,2,13,6.88,6988225
3942,4,4,3,39,3.76,22395743
4386,2,1,1,43,5.62,23327997
2122,3,1,2,48,5.78,12757524
3573,4,2,1,28,6.33,21493808
4838,5,3,3,47,8.41,28634903
4649,5,3,1,37,3.69,25315654
820,1,4,3,5,3.31,6855620
1276,2,3,2,49,8.16,9291222
4022,1,1,2,33,7.47,22019092
3851,3,1,3,7,3.03,23274633
4405,4,1,2,45,1.01,23182896
3073,5,4,1,1,6.99,20282802
2852,2,2,1,25,2.41,15738053
3132,5,3,3,16,9.61,22345115
4207,1,4,1,23,6.44,24014751
452,1,2,2,30,8.65,5345031
3264,4,4,2,15,8.25,22260325
3216,2,3,2,49,6.02,18714455
3100,2,1,1,20,4.95,17123974
2052,4,2,2,37,5.47,13056693
2910,1,2,1,25,8.23,17881637
4175,1,4,3,16,6.76,23949762
1404,1,4,2,49,2.85,6806707
2836,5,1,3,45,6.48,16711558
4499,3,4,1,41,4.64,24658877
4154,1,3,1,3,1.55,23435772
3794,3,3,3,49,4.43,19351212
2214,3,3,2,42,3.05,12549323
3372,2,3,2,47,8.55,19453756
1306,4,1,2,3,1.94,9621619
706,5,1,3,18,4.25,7489077
466,3,1,1,37,7.26,5658020
808,5,4,3,24,9.08,9673214
1961,2,1,1,7,4.02,12345098
3964,1,2,2,17,6.46,23720448
3789,3,2,2,17,4.36,21773426
980,4,2,1,47,2.83,5960024
2824,2,4,2,6,3.93,17360912
2420,5,4,3,16,6.72,17405580
4977,1,1,1,2,7.45,28231648
4657,5,3,2,21,4.34,26724229
1663,4,2,2,14,2.37,11009107
1631,3,4,2,30,2.26,10575942
2592,4,2,2,35,8.31,16848103
1838,5,1,1,25,6.88,11815023
3708,5,4,1,47,7.55,21864779
860,4,3,2,13,5.39,9135489
1399,4,3,3,16,5.12,11071545
2203,4,4,3,8,2.9,14362914
474,1,3,3,6,2.52,4423530
2456,5,1,3,45,2.39,13822776
2530,2,3,1,26,9.93,16828413
4587,1,2,1,27,8.39,26304671
4460,1,2,3,11,6.64,25672837
4220,1,2,1,16,2.93,22375857
1797,2,4,3,8,4.04,12358200
4154,4,4,2,43,4.16,23022532
3471,5,4,2,43,5.3,20397130
1867,3,4,3,7,4.8,13415824
1451,3,4,1,26,9.41,12617716
668,5,1,3,41,7.49,6731770
342,2,4,1,11,1.73,4621864
2207,3,3,2,36,4.24,13150101
3790,1,1,1,19,2.2,19699109
2835,3,4,3,0,3.51,18377324
4473,5,3,2,8,9.63,29091107
3173,1,1,2,46,7.35,17396217
2124,3,2,1,23,1.07,11130824
1593,5,1,2,33,3.96,10897276
3686,2,4,2,35,4.95,21529848
3272,5,1,1,3,6.42,21396854
4222,2,1,2,28,5.5,23137311
1292,1,2,3,22,1.63,7586178
2686,5,1,1,34,5.64,15736669
2540,4,1,1,15,2.17,15383003
1776,4,2,1,7,5.67,13157395
3707,4,4,1,26,3.21,21393540
689,4,3,3,38,2.3,5279829
1299,4,1,1,11,3.59,9432863
4920,2,2,3,43,1.9,25264457
2155,5,1,1,3,3.56,14398754
958,1,4,1,46,8.8,8343666
3063,4,4,2,24,3.76,17717677
3963,4,2,2,5,5.23,23623581
1781,1,3,3,2,5.68,12745634
4031,1,3,2,38,2.6,20902355
751,4,1,1,23,4.98,7147931
2775,2,2,3,20,8.68,17615488
3522,1,3,2,5,1.72,20019235
1837,5,4,1,32,9.31,14189473
3393,5,3,2,7,8.84,23477537
1182,2,2,2,32,8.7,9787075
4708,3,4,2,47,2.79,24742264
4368,2,1,2,2,5.36,24987042
2866,4,4,1,1,6.55,19721235
3577,3,3,2,37,1.9,18897015
674,4,3,3,39,6.01,6520343
4846,5,3,3,38,8.56,29195315
3997,1,1,2,38,9.43,23894834
3362,4,3,3,23,3.5,18994626
4990,5,2,2,20,3.6,28483362
3550,2,1,1,17,3.44,20375246
4895,4,4,1,34,2.38,26294719
4859,5,3,3,10,4.88,28220468
412,1,2,3,10,8.06,6613736
3497,4,2,2,2,7.41,22657581
2678,5,1,2,22,9.1,20186097
2224,4,2,2,0,4.2,15367063
439,1,1,1,22,6.15,4462741
1724,4,1,2,21,7.9,12195214
3249,4,1,1,41,9.08,19390925
3468,5,4,3,29,8.85,23122835
816,3,4,1,1,5.19,7589259
2916,4,2,3,16,9.16,19144181
1187,3,4,1,40,5.0,8783153
3404,2,1,1,49,9.13,19484291
349,4,1,2,19,7.99,6058031
4251,3,4,3,8,2.99,24990307
3860,2,2,1,10,9.37,24078301
318,5,1,1,16,3.18,3614499
1773,4,4,3,13,9.18,14506987
4361,5,3,1,17,6.54,26555505
2906,2,2,3,17,7.01,18467392
751,5,2,3,43,1.98,5996590
4065,5,2,3,49,1.59,21566890
2738,1,3,1,7,9.72,18347427
4610,2,1,1,28,4.03,25415168
1849,5,2,2,7,8.6,15771717
3774,3,4,3,25,7.34,22853938
427,2,2,1,27,6.44,5292389
3061,1,4,1,7,7.17,19906151
4756,4,2,3,19,1.8,26269887
4964,5,4,3,46,4.71,26965347
1715,3,4,3,7,6.46,14953166
501,1,4,2,13,8.81,7065134
2669,2,3,2,12,7.43,17897025
817,5,3,2,39,3.28,6806451
1641,1,3,3,16,9.86,12992346
2288,1,1,1,25,6.79,14675984
3845,3,4,3,5,5.51,23828588
4820,4,1,1,16,8.03,28244370
4102,4,3,2,3,6.42,24814269
3575,4,4,2,24,7.39,22242266
3954,2,1,2,6,6.55,23871505
2734,1,3,1,16,2.61,15306359
507,2,1,1,21,5.89,5618305
2933,1,1,3,27,3.55,17012706
4417,3,3,3,49,6.13,24385242
453,3,4,3,5,2.13,6089135
3666,2,2,2,29,3.09,20005505
4614,2,2,3,9,8.28,28035563
1818,3,1,2,49,4.65,10405698
2900,5,1,1,38,7.06,17971082
2495,4,1,2,13,5.48,15807697
4798,4,4,2,45,4.07,25803474
4991,3,1,2,41,5.46,26688727
3854,4,1,1,21,8.32,22723206
2714,5,1,1,40,3.53,14726426
3149,5,3,3,25,4.79,19415206
2042,1,2,3,9,2.82,12250562
1606,2,2,3,1,4.16,11571066
4149,4,3,1,2,8.97,26995892
4468,5,4,1,47,8.07,26292244
4876,2,4,1,41,4.36,26069168
4955,2,4,1,10,2.19,26277517
4495,1,3,1,9,4.78,25511822
2855,2,2,2,11,7.95,18366799
2605,2,2,3,13,1.39,15227280
4808,3,1,2,29,7.71,27175402
1388,1,2,3,40,7.12,8865632
2942,1,4,2,12,1.58,17352097
1477,4,4,1,29,6.72,10371388
3294,2,1,3,37,3.69,18690851
859,4,1,2,10,2.6,7087981
3264,5,2,3,0,4.46,20785748
1571,2,1,1,26,2.85,8928727
2113,5,1,1,46,8.42,14423004
3215,3,3,3,38,7.68,19805718
909,2,2,3,42,9.83,8413968
2761,4,4,1,48,5.81,16346163
4420,4,3,1,36,1.8,23239573
583,2,4,1,8,4.31,6914042
3228,4,1,2,47,8.55,19172555
4696,2,1,3,42,4.57,24316508
1391,1,4,1,25,5.1,9647859
1116,4,3,3,24,4.71,8298440
382,2,3,2,16,3.12,5094998
2220,2,3,2,5,1.66,13719605
3791,4,1,1,14,2.63,20298732
3444,1,2,3,2,4.28,20672429
2393,4,1,2,30,3.21,13762400
475,2,4,3,27,6.15,6472192
3004,1,3,3,8,6.53,19011756
669,5,2,1,43,6.13,6137995
2118,3,3,2,17,1.76,12543878
2401,4,1,2,47,7.0,14507183
3790,2,2,2,39,4.46,19542408
2079,1,2,3,31,8.9,13770405
1664,1,1,2,18,5.73,10510023
4762,5,3,2,4,1.76,27004200
3642,4,3,3,43,1.08,19788183
3976,1,3,2,5,7.32,25067379
2726,5,1,2,11,4.6,17524555
372,2,4,3,46,3.59,3044673
3262,5,4,2,41,5.02,18660289
1159,4,3,1,16,1.65,7859386
4156,5,2,3,38,4.53,22917944
4438,1,4,2,6,3.83,25209872
2724,1,3,1,10,8.2,17920482
1364,3,4,3,33,2.57,8941451
2517,5,3,2,1,7.81,18609446
4317,2,4,3,13,5.5,24521779
2559,4,4,1,17,1.74,14811031
4051,3,2,3,47,9.73,23576419
2386,5,2,2,42,7.61,15350593
668,2,4,1,8,3.34,6376938
3104,3,3,3,38,6.24,18181259
450,1,2,2,3,9.1,8820351
1434,4,1,2,47,9.38,11386088
3084,5,2,1,13,7.58,19833586
4464,2,4,1,10,7.55,27553973
2646,1,4,3,29,3.5,16062398
2550,3,1,2,39,9.91,16038670
360,4,2,1,42,3.19,2633636
3310,3,4,2,26,1.8,18532411
4201,3,1,3,28,9.8,26105142
1637,2,1,1,31,2.38,9200445
1484,1,3,3,48,5.69,8284670
4726,5,2,3,29,5.21,26717061
1851,2,2,1,25,8.63,12812823
4733,4,2,3,29,4.57,27013192
1929,3,4,2,9,5.52,13192890
1627,4,1,1,11,1.39,9560928
1826,2,3,2,32,2.87,10707743
1973,2,2,3,33,8.5,13563115
1661,5,3,1,17,5.31,12780156
1873,3,3,2,38,3.08,10685716
2986,2,1,2,15,4.32,18048021
4670,4,2,2,44,3.57,25434518
2666,5,3,2,3,6.01,18432374
4057,4,2,2,9,1.46,22549557
2734,3,2,3,27,3.02,16621431
2293,5,2,3,40,4.19,14224685
1169,5,3,3,17,9.35,11640859
1314,5,1,3,8,6.61,10978886
2211,1,1,3,21,5.54,14322166
902,5,3,3,9,2.72,7875061
4121,4,4,3,39,6.02,23743988
990,4,2,2,22,9.36,9616002
793,3,2,3,42,6.1,6366734
789,2,1,2,12,2.48,6137103
2856,2,3,1,23,9.97,18711453
4785,1,3,3,12,5.49,27321911
594,5,4,2,47,3.88,4919275
4327,1,4,1,44,5.53,23641051
3143,3,1,1,24,3.37,17562618
3212,3,4,2,43,1.27,16302262
2017,2,4,2,46,9.01,13526438
2896,3,3,2,28,4.86,17440534
2173,5,3,3,15,7.78,16070644
4963,4,4,1,39,9.74,28371800
3558,3,1,3,5,6.69,22891964
3117,1,4,3,7,7.22,19669831
744,5,1,3,33,9.49,8824067
3941,3,4,1,17,5.65,23275249
4758,3,3,1,42,3.88,25344116
1041,5,3,1,31,9.29,10021751
2341,3,1,2,48,1.62,12354504
979,4,4,3,9,2.93,8683589
2767,2,4,2,33,4.07,16085390
3997,5,1,2,22,8.04,23991995
1658,1,4,3,18,9.14,13844887
362,3,2,1,19,5.07,4078017
2859,2,3,3,33,3.58,16877391
4069,1,3,2,37,4.18,20953887
4651,1,1,1,16,6.91,27275103
434,4,4,1,43,2.42,3844201
3944,2,1,2,4,5.93,23234244
2435,5,2,1,1,6.3,16503360
3578,2,4,1,40,7.37,20880006
1122,2,2,3,33,6.44,8715375
3374,1,1,3,19,1.87,18146689
3281,4,3,2,45,7.2,19431388
420,4,2,2,46,1.2,2316431
1937,2,4,2,1,4.51,14229654
1224,2,1,1,27,4.75,7960177
944,3,1,2,17,2.05,6775104
2332,1,1,3,43,1.09,11669245
3061,5,3,1,38,1.64,16190209
2368,5,1,2,47,5.02,13947321
541,4,1,1,34,3.16,4975612
2968,1,3,1,14,1.62,16483308
1102,4,1,1,46,3.31,6806850
4464,5,1,2,38,5.76,25011994
495,2,2,1,39,7.68,5790872
2487,1,1,1,38,4.71,14544980
3815,1,3,1,2,6.52,22745058
2630,3,2,3,18,6.37,17440778
2659,2,1,2,22,9.07,16734848
3906,2,3,3,18,2.61,22128233
576,4,4,1,17,5.29,7016203
360,1,1,1,29,6.69,3603930
3690,4,4,3,38,5.68,22234776
2213,2,2,1,18,5.05,13336951
4227,3,3,3,4,9.76,28255404
2891,1,2,1,12,9.48,19068805
866,2,4,1,33,6.5,7252923
4235,3,4,1,23,4.96,24025333
1871,5,4,1,17,7.8,14878949
1500,2,3,2,3,5.62,11768575
4709,5,4,2,35,9.96,28950195
3154,4,4,2,7,7.17,20712844
3195,5,3,3,42,1.61,17435083
1536,2,4,3,0,4.62,11509131
436,5,1,3,40,7.57,5000578
1329,1,4,3,37,8.58,10207111
2456,2,3,2,35,8.32,15301160
2894,3,4,3,37,9.8,20199254
961,5,3,3,12,5.4,10353532
2772,1,4,3,21,2.26,15940503
2977,4,1,1,28,6.87,17367884
2608,4,3,3,8,1.64,16274887
386,5,3,1,26,9.76,7174909
2812,4,3,3,45,7.83,18249287
3242,3,3,3,43,9.84,20955454
3073,2,4,1,3,4.4,18646614
2804,1,4,3,39,1.14,14393391
3610,5,1,1,16,5.69,21656773
2000,4,1,3,36,2.09,11177396
3970,2,4,3,2,7.12,24156018
